Lng,Lat,Naam,beschrijving
4.9085625883,52.3330119041,Brug no. 749,amstelglorie1
4.8075425502,52.3668725673,Brug no. 751,president_allendelaan2
4.7952902194,52.3644535217,Brug no. 752,ookmeerweg
4.8068666335,52.3609696669,Brug no. 753,meer_en_vaart
4.8022371408,52.3525021159,Brug no. 754,pieter_calandlaan
4.7992330667,52.359388984,Brug no. 755,osdorpergracht
4.799275982,52.3580261114,Brug no. 756,tussen_meer
4.7969156381,52.3614610594,Brug no. 757,wevelswalepad
4.8150795575,52.3573987173,Brug no. 758,cornelis_lelylaan8
4.7904890653,52.356284784,Brug no. 759,tussen_meer2
4.7887027141,52.3559080061,Brug no. 760,tussen_meer1
4.7974252578,52.3481096207,Brug no. 761,baden_powellweg
4.7958695766,52.3632414924,Brug no. 762,grasrijk
4.7975110885,52.3603717987,Brug no. 763,vreedenhaven
4.8034548637,52.3602948123,Brug no. 764,groenpad
4.7992330667,52.359388984,Brug no. 765,van_suchtelen_v
4.7952419397,52.3603341245,Brug no. 766,reimerswaalstraat
4.7892928001,52.3595904628,Brug no. 767,baden_powellweg1
4.7937452671,52.3503608085,Brug no. 768,zuiderakerweg
4.7959446785,52.347408354,Brug no. 769,akersluisweg
4.7920983907,52.3534375741,Brug no. 770,hoogeboomspad
4.8108684894,52.3514028042,Brug no. 771,louis_davidsstraat
4.8031115409,52.3498594622,Brug no. 772,jan_van_zutphenplantsoen
4.7935682413,52.3441869716,Brug no. 773,akersluis
4.7796690341,52.3597935787,Brug no. 775,westgaarde
4.7761043784,52.3724226051,Brug no. 776,joris_v_d_berghweg
4.9044319865,52.3320776527,Brug no. 777,amstelglorie4
4.9059715744,52.3327332698,Brug no. 778,amstelglorie5
4.9083801981,52.3339559697,Brug no. 780,amstelglorie14
4.9119099852,52.3320678183,Brug no. 781,amstelglorie13
4.8378273722,52.336797879,Brug no. 782,riekerweg3
4.7540485736,52.3886462017,Brug no. 783,kanaalweg
4.8473586019,52.38904971,Brug no. 784,kabelweg
4.8008370277,52.3551855665,Piet Peelenbrug (786),verlengde_hoekenespad
4.8365640518,52.3519532826,Brug no. 787,maassluisstraat
4.7769787785,52.3530296447,Brug no. 788,romerostraat
4.7802510735,52.3535866558,Moeder Alacoquebrug (789),m_ghandilaan
4.7788402316,52.3559718948,Brug no. 790,bonhoeffersingel_hoek_terpstraat
4.7805568453,52.355306793,Brug no. 791,bonhoefferstraat_hoek_letelierst
4.7817477461,52.3511324775,Titus Brandsmabrug (792),g_v_lierstraat
4.7834214446,52.3504509192,Truus Wijsmullerbrug (793),jacob_paffstraat
4.7861787554,52.3530230915,Louis J. Welterbrug (794),jacob_paffstraat1
4.7836145636,52.3539863889,W.A. Meelhuysenbrug (795),willy_la_croixstraat
4.8043748614,52.3491172626,Brug no. 797,laan_van_vlaanderen
4.8623400804,52.3260569942,Brug no. 801,goudestein2
4.8624473687,52.3235848939,Brug no. 802,de_cuserstraat
4.862334716,52.327827379,Brug no. 803,van_nijenrodeweg2
4.8688471195,52.333088938,Brug no. 804,buitenveldertselaan2
4.8688632127,52.3291387295,Brug no. 805,gijsbrecht_van_aemstelpark10
4.8733290907,52.3353097509,Lex van Deldenbrug (808),in
4.869072425,52.3227750379,Brug no. 811,buitenveldertselaan1
4.865311968,52.3229356987,Brug no. 812,de_cuserstraat1
4.8732781287,52.3229012714,Brug no. 813,bongart
4.8852997895,52.3230930802,Brug no. 814,nederhoven
4.8623239871,52.33032219,Brug no. 815,hunneschans
4.8860990878,52.3331446645,Brug no. 816,dikninge
4.8864155885,52.32939116,Brug no. 817,rhijnestein
4.8780524608,52.3229537321,Brug no. 818,reimersbeek
4.8756867524,52.3331053282,Brug no. 820,willem_van_weldammelaan
4.8911845561,52.324988172,Brug no. 821,de_borcht
4.8787927505,52.3290108746,Brug no. 822,gijsbrecht_van_aemstelpark
4.8781436559,52.3286994314,Brug no. 823,gijsbrecht_van_aemstelpark1
4.8760354396,52.3288928543,Brug no. 824,gijsbrecht_van_aemstelpark2
4.8752736923,52.3283650374,Brug no. 825,gijsbrecht_van_aemstelpark4
4.8746567842,52.3288797409,Brug no. 826,gijsbrecht_van_aemstelpark6
4.8726934072,52.3283158616,Brug no. 827,gijsbrecht_van_aemstelpark7
4.8698449012,52.3288633491,Brug no. 828,gijsbrecht_van_aemstelpark9
4.8698449012,52.3288633491,Brug no. 829,gijsbrecht_van_aemstelpark11
4.8712718364,52.3283322536,Brug no. 830,gijsbrecht_van_aemstelpark8
4.8755633708,52.3291583995,Brug no. 831,gijsbrecht_van_aemstelpark3
4.8732191201,52.3291387295,Brug no. 832,gijsbrecht_van_aemstelpark5
4.8795169469,52.3331217183,Brug no. 833,van_leijenberghlaan
4.862270343,52.3288305657,Brug no. 834,van_der_boechorststraat
4.8641264316,52.3290961113,Brug no. 835,cannenburg
4.8911148187,52.3287830295,Rode Brug (836),van_nijenrodeweg
4.8889851447,52.3359866259,Brug no. 837,drentestraat
4.8931264755,52.3331446645,Brug no. 838,amstelpark1
4.8958301421,52.3321382976,Brug no. 839,amstelpark5
4.891028988,52.3322202502,Brug no. 840,europaboulevard
4.8971605178,52.3327086843,Brug no. 841,amsteldijk2
4.895776498,52.3306467346,Brug no. 844,amstelpark7
4.8959750951,52.3288813602,Brug no. 845,amstelpark8
4.9307713927,52.329243616,Brug no. 846,v_d_madeweg
4.8629341897,52.3226545418,Brug no. 849,in
4.86422165,52.3226676571,Brug no. 850,in
4.8669521388,52.3221004198,Brug no. 851,in
4.9172396482,52.3317957145,Brug no. 854,de_heusweg
4.8916740593,52.3389849103,Brug no. 856,president_kennedylaan
4.8684717239,52.3405343477,Brug no. 857,parnassusweg1
4.8684770883,52.3406818342,Brug no. 858,parnassusweg
4.8688204111,52.3405507351,Brug no. 859,strawinskylaan1
4.8717654766,52.3407473836,Brug no. 860,strawinskylaan
4.8732245983,52.3408391526,Brug no. 863,strawinskylaan2
4.8764915289,52.3410259674,Brug no. 864,strawinskylaan3
4.8882074178,52.3348836058,Brug no. 865,de_boelelaan
4.8769314111,52.3406523369,Brug no. 866,beethovenstraat
4.891157734,52.3376779488,Brug no. 867,ringweg_zuid_europaboulevard
4.8918443795,52.3378156117,Brug no. 868,europaboulevard2
4.8924344655,52.3372879014,Brug no. 869,europaboulevard1
4.8986089107,52.3337248722,Brug no. 870,amsteldijk1
4.9481439468,52.2935742581,Brug no. 871,meibergdreef
4.9515825387,52.2947816359,Brug no. 872,muntbergdreef
4.951008546,52.2954279632,Brug no. 873,muntbergdreef2
4.9447107192,52.3115830809,Brug no. 874,arena_boulevard
4.957091796,52.2991941906,Brug no. 875,pietersbergweg
4.9549943086,52.301198559,Brug no. 876,paalbergweg
4.8883172747,52.4094224913,Brug no. 889,algolstraat1
4.8880758759,52.4098086298,Brug no. 890,algolstraat
4.8861339566,52.410417282,Brug no. 891,antarusstraat
4.8852595564,52.4111306378,Brug no. 892,pegasusstraat
4.8911550518,52.4163790113,Brug no. 893,standaardmolen
4.8918470618,52.4191763617,Brug no. 895,rosmolen
4.8884352919,52.4213617704,Brug no. 896,grondzeiler
4.885318565,52.4212472682,Brug no. 897,bovenkruier1
4.8839667317,52.4203901275,Brug no. 898,bovenkruier
4.8851576325,52.419330129,Brug no. 899,bergmolen
4.9118885275,52.4022423169,Brug no. 901,kamperfoelieweg2
4.9111267802,52.4080971596,Brug no. 904,aakstraat
4.9088522669,52.4062678093,Brug no. 905,vishoekerpad
4.9062076088,52.4048736559,Brug no. 906,barkpad
4.9124276515,52.4030687182,Brug no. 907,schepenlaan
4.911330628,52.4024125077,Brug no. 908,kamperfoelieweg3
4.9107029911,52.4005436452,Brug no. 909,kamperfoelieweg1
4.9227058765,52.3986567011,Brug no. 912,buikslotermeerdijk
4.9068835255,52.4027005215,Brug no. 913,wildepark1
4.9186262366,52.408260783,Brug no. 915,binnenvaart2
4.9197473999,52.4077404586,Brug no. 916,bramzeil
4.9251493689,52.4077240961,Brug no. 917,noordhollandsche_kanaaldijk1
4.9206378933,52.4101751311,Brug no. 918,overslag
4.9170705553,52.4118799763,Brug no. 919,voordek
4.918400931,52.4136960057,Brug no. 923,tussendek
4.9154022213,52.4095861098,Brug no. 924,westerlengte1
4.9444252365,52.4029350519,Brug no. 930,in
4.9244868633,52.3950887979,Brug no. 931,in
4.9265188091,52.3973839389,Brug no. 932,nieuwe_leeuwarderweg1
4.92881478,52.3992267502,Brug no. 933,nieuwe_leeuwarderweg3
4.9282407873,52.3966605408,Brug no. 934,purmerweg2
4.92875694,52.3970822767,Brug no. 935,loenermark
4.9330699321,52.4025254224,Brug no. 936,nieuwe_leeuwarderweg4
4.9298673745,52.396362147,Brug no. 939,waddenweg1
4.9339014169,52.4011966106,Brug no. 940,loenermark2
4.929051983,52.4038607399,Brug no. 941,g_l_scheurleerweg
4.9346888178,52.4017862644,Brug no. 942,loenermark1
4.9284768217,52.394280772,Brug no. 943,waddenweg3
4.9382305022,52.4000772355,Brug no. 944,ijdoornlaan7
4.9397432681,52.4015042701,Brug no. 945,lohuis
4.9408429738,52.4026039716,Brug no. 946,kampina
4.9417388316,52.4030261712,Brug no. 947,de_wieden
4.9448501941,52.4017628333,Brug no. 948,in
4.9471944448,52.4008071236,Brug no. 949,th_weeversweg1
4.9468242999,52.3981264439,Brug no. 950,ijdoornlaan1
4.9490934488,52.4002768922,Brug no. 951,j_h_van_heekweg
4.9479615565,52.3992295028,Brug no. 952,spelderholt
4.9473285552,52.3986272426,Brug no. 953,ijdoornlaan10
4.9437987682,52.3996844656,Brug no. 954,ijdoornlaan12
4.9386328336,52.4004503637,Brug no. 956,dijkwater
4.9317100521,52.3978465833,Brug no. 957,waddenweg2
4.9294746035,52.3989059822,Brug no. 958,nieuwe_leeuwarderweg2
4.9359548204,52.4011447633,Brug no. 959,waddenweg
4.9399068829,52.3994373461,Brug no. 960,ijdoornlaan11
4.9299198502,52.3960025983,Brug no. 961,purmerweg4
4.9362939473,52.3936484617,Brug no. 962,purmerweg3
4.9333435174,52.3949807743,Brug no. 963,het_breed
4.9338316795,52.3945781387,Brug no. 964,purmerweg5
4.9386757489,52.3948269221,Brug no. 965,purmerweg6
4.9439972516,52.3973343193,Brug no. 966,th_weeversweg
4.9221077439,52.4059143661,Brug no. 967,ijdoornlaan13
4.9251440045,52.4048049289,IJdoornlaanbrug (970),ijdoornlaan8
4.9176606413,52.4080349826,Brug no. 971,ijdoornlaan
4.9155953404,52.4094617598,Brug no. 972,westerlengte2
4.9180683371,52.4083491394,Brug no. 973,binnenvaart1
4.9215713021,52.406788151,Brug no. 974,oosterlengte1
4.9221077439,52.4059143661,Brug no. 975,oosterlengte
4.9704223748,52.3920378483,Brug no. 978,sportpark_de_weren
4.9520814296,52.3993015116,Brug no. 980,van_heekpad
4.9507993337,52.3976158197,Brug no. 981,ijdoornlaan6
4.9444103118,52.3937597621,Brug no. 984,koedijkpad
4.9453061696,52.3948792974,Brug no. 985,werengouw_west
4.949570882,52.3961984795,Brug no. 986,duinluststraat
4.9565110978,52.3882787031,Brug no. 987,werengouw_oost
4.9427580711,52.3939234386,Brug no. 988,enkhuizerstraat
4.9626748141,52.3899647516,Brug no. 989,markengouw_oost
4.9536357697,52.3874896758,Brug no. 990,schellingwouderbreek3
4.9536357697,52.3880528005,Brug no. 991,schellingwouderbreek2
4.9535123881,52.3888090787,Brug no. 992,schellingwouderbreek1
4.9536411341,52.3893296264,Brug no. 993,schellingwouderbreek
4.9735873815,52.3881649335,Brug no. 994,volkstuincomplex_liergouw
4.9023009714,52.3831694192,Brug Overhoeks (995),badhuisweg
4.9558298167,52.3991763143,Brug no. 996,grootslagstraat
4.8534794029,52.3417429229,Na Druk Gelukbrug (999),stadionkade
4.9595245596,52.3081852553,Brug no. 1001,huntumdreef
4.9536800262,52.308421406,Brug no. 1003,foppingadreef1
4.9539375182,52.3074439961,Brug no. 1004,karspeldreef7
4.952253091,52.3099760337,Brug no. 1005,foppingadreef2
4.9507939693,52.3115535642,Brug no. 1006,foppingadreef
4.9499785777,52.3116650715,Brug no. 1007,hoogoorddreef
4.9494850513,52.3129736215,Brug no. 1008,poppingadreef
4.9480259296,52.3138033337,Brug no. 1009,bijlmerdreef3
4.9509334441,52.3148625879,Brug no. 1010,bijlmerdreef1
4.9511051055,52.3164760162,Brug no. 1011,dolingadreef5
4.9496030685,52.3181287354,Brug no. 1012,dolingadreef
4.9553859111,52.3163710795,Brug no. 1013,bijlmerdreef
4.9599563953,52.317925428,Brug no. 1014,florijn1
4.9708059307,52.3251471855,Brug no. 1018,elsrijkdreef
4.9719968315,52.3136557576,Brug no. 1032,karspeldreef1
4.9699637171,52.3129408262,Brug no. 1033,karspeldreef
4.965817022,52.3115306068,Brug no. 1034,karspeldreef2
4.9638268229,52.310858277,Brug no. 1035,karspeldreef3
4.961595225,52.3100777058,Brug no. 1036,karspeldreef8
4.95742439,52.3137049497,Brug no. 1039,flierbosdreef
4.9601817008,52.3096218195,Brug no. 1041,karspeldreef9
4.9652323004,52.3147691253,Brug no. 1044,gooiseweg14
4.9635371443,52.3166416188,Brug no. 1045,gooiseweg13
4.9617668863,52.3185664989,Brug no. 1046,gooiseweg12
4.9593046185,52.3212487305,Brug no. 1048,gooiseweg10
4.958027887,52.3226258522,Brug no. 1049,gooiseweg11
4.9569737788,52.3237750603,Brug no. 1050,gooiseweg9
4.9554529663,52.3256979908,Brug no. 1051,gooiseweg8
4.9744859215,52.3144985746,Brug no. 1060,in
4.9676194664,52.3121274958,Brug no. 1062,gooiseweg15
4.9525213119,52.3125308834,Brug no. 1063,hoogoorddreef2
4.954806554,52.3133081318,Brug no. 1064,hoogoorddreef3
4.956474888,52.3083131704,Brug no. 1065,karspeldreef4
4.9574994918,52.3086509958,Brug no. 1066,karspeldreef5
4.9582612392,52.3173909219,Brug no. 1067,fleerde3
4.9486321088,52.319184607,Brug no. 1076,dolingadreef1
4.961262631,52.3062550037,Brug no. 1077,huntumdreef1
4.9694540974,52.3102367729,Brug no. 1083,gooiseweg16
4.9714174744,52.3079966618,Brug no. 1084,gooiseweg18
4.9832218763,52.322122552,Brug no. 1132,geerdinkhof7
4.9829858419,52.3215028455,Brug no. 1134,geerdinkhof8
4.9823260184,52.3212766012,Brug no. 1135,grunder
4.9691188213,52.3185615802,Brug no. 1150,kelbergenpad1
4.9596157547,52.3122062059,Brug no. 1162,hofgeest
4.9589291092,52.3054694311,Brug no. 1163,abcouderpad
4.9609300371,52.3108943535,Brug no. 1164,bijlmerpark1
4.9625286337,52.3092216853,Brug no. 1165,huntum2
4.9639448401,52.3074308764,Brug no. 1166,huntum3
4.9640145775,52.3064796847,Brug no. 1167,huntum1
4.9539831158,52.3273044672,Brug no. 1201,gooiseweg7
4.9496862169,52.3320415934,Brug no. 1216,gooiseweg6
4.9436458822,52.3369453779,Duivendrechtsebrug (1267),rozenbruglaan3
4.946478295,52.3343984935,Brug no. 1268,gooiseweg5
4.9426320072,52.336742157,Brug no. 1269,gooiseweg1
4.9383780237,52.3391610808,Brug no. 1270,gooiseweg4
4.981435525,52.2946077492,Brug no. 1350,snellewaardgracht
4.9799656745,52.291097062,Brug no. 1450,spankenkade
5.0145970162,52.2990408247,Wilhelminabrug (1490),gein
4.8478293296,52.3239127666,Brug no. 1513,amsterdamse_bos51
5.0143301364,52.3103400842,Brug no. 1550,stammerlandweg
4.8558974143,52.3308303143,Brug no. 1552,oostelijke_toegang_tennispark_am
4.8511284467,52.3299484691,Brug no. 1553,westelijke_toegang_tennispark_am
4.8989039537,52.3326562353,Rozenoordbrug (1638),jan_vroegop_singel
4.992958295,52.392512527,Brug no. 1750,ransdorp3
4.8422503348,52.3693882738,Brug no. 1800,jan_evertsenstraat7
4.8809224244,52.3331282744,Brug no. 1801,rotterdamsepad1
4.8809224244,52.3293583769,Brug no. 1802,rotterdamsepad2
4.8143553611,52.3420239585,Brug no. 1850,sloterweg2
4.7935199615,52.350770401,Brug no. 1886,pieter_calandlaan5
4.8341661569,52.3518779199,Brug no. 1893,plesmanlaan3
4.8814990994,52.3648433295,Melkwegbrug (1900),lijnbaansgracht_bij_melkweg
4.8902940627,52.3828747292,Brug no. 1901,hollandse_tuin
4.8782455798,52.3839257811,Brug no. 1902,de_wittenkade_hoek_1e_nassaustra
4.9224752065,52.3702011998,Ezelsbrug (1904),poolstraat_hoek_waaigat
4.9138224002,52.3686224848,Nijlpaardenbrug (1907),entrepotdok_hoek_plantage_kerkla
4.8819255706,52.3896815655,Brug no. 1908,le_mairegracht
4.8812442895,52.3891577481,Brug no. 1909,suikerplein
4.8817968246,52.3887550593,Robi�nnabrug (1910),martin_vlaarkade
4.8380446311,52.3894188391,Brug no. 1911,radarweg4
4.8043507215,52.3854867598,Brug no. 1913,brettenpad
4.9215739843,52.3727263714,Witte Katbrug (1914),kattenburgervaart
4.9461483833,52.3673475166,Brug no. 1915,th_k_van_lohuizenstraat
4.9461537477,52.3666662084,Brug no. 1916,th_k_van_lohuizenstraat
4.8089802143,52.3854343734,Brug no. 1917,senneweg
4.8497739312,52.4004127237,Brug no. 1919,nieuwe_hemweg1
4.8821830627,52.3620425335,Hein Donnerbrug (1922),max_euweplein
4.8686915513,52.3642406001,Ketelhuisbrug (1923),voetgangersbrug
4.9198949214,52.360117907,Brug no. 1925,oosterpark1
4.8665263184,52.3886389729,Brug no. 1929,waternatuurtuin7
4.8660059699,52.3878597739,Brug no. 1930,westerpark
4.8677205917,52.3718445428,Katterug (1935),bilderdijkkade_hoek_hugo_de_groo
4.8346650478,52.3851495211,Brug no. 1936,radarweg
4.8469763872,52.3953212114,Brug no. 1937,kabelweg1
4.9107646819,52.3746872918,Mr. J.J. van der Veldebrug (1939),oosterdok
4.938509452,52.3699318069,Brug no. 1940,c_v_eesterenlaan
4.9312245723,52.3493990706,Brug no. 1944,hugo_de_vrieslaan
4.836156356,52.3890292482,Brug no. 1945,radarweg3
4.8648284801,52.3927753724,Brug no. 1946,nieuwe_hemweg8
4.806246353,52.3944727064,Brug no. 1948,noordzeeweg1
4.8016738769,52.3858796561,Brug no. 1950,australiehavenweg1
4.9238002177,52.3646877344,Olifantsbrug (1957),alexanderkade_hoek_wilhelmina_bl
4.8187434551,52.3847369731,Brug no. 1958,seineweg
4.8402601358,52.3850283764,Brug no. 1961,kimpoweg
4.8343002673,52.3849465217,Brug no. 1963,radarweg2
4.8350298282,52.3849596185,Brug no. 1964,radarweg1
4.9338424083,52.3665417374,Panamabrug (1965),panamalaan
4.9338102218,52.3672197721,Panamabrug (1966),panamalaan1
4.8694372054,52.3855293238,Brug no. 1973,haarlemmerweg2
4.9367231008,52.3695551453,Borneosteiger (1981),borneosteiger1
4.9364548799,52.3698630254,Jaap Hannisbrug (1982),borneokade1
4.9488896009,52.37300721,Serang (1983),seranggracht_hoek_sumatrakade
4.9329465505,52.3780636373,Conscience (1984),seranggracht_hoek_kratontuin
4.9325978633,52.3773464721,Idee (1985),seranggracht_hoek_javakade
4.9301570531,52.3788921289,Majang (1986),majanggracht_hoek_surinamekade
4.9300122138,52.3785974103,Kunst (1987),majanggracht_hoek_taman_sapi1
4.9298244592,52.3781880758,Light (1988),majanggracht_hoek_taman_sapi
4.9296581622,52.3778573307,Image (1989),majanggracht_hoek_javakade
4.9276035901,52.3793243791,Lamong (1990),lamongracht_hoek_surinamekade
4.9274587508,52.3789379738,Society (1991),lamonggracht_hoek_java
4.9271368858,52.3783387113,Word (1992),lamonggracht_hoek_javakade
4.9254685518,52.3796583878,Brantas (1993),brantasgracht_hoek_sumatrakade
4.9253076192,52.3793374775,Enseignement (1994),brantasgracht_hoek_tosarituin
4.9250125762,52.3786792768,Wetenschap (1995),brantasgracht_hoek_javakade
4.9428331729,52.3723325392,Lage Brug (1997),kwartiermeesterstraat
4.9488896009,52.37300721,Hoge Brug (1998),panamakade
4.9494099494,52.3719689988,Korte Brug (1999),bootmanstraat
4.9225395795,52.3780308903,Jan Schaeferbrug (2000),oostelijke_handelskade
4.9767041083,52.3651496046,Enne�s Heermabrug (2001),ijburglaan
4.9863010522,52.3600179879,Brug no. 2002,ijburglaan4
5.0157785293,52.3468807581,Benno Premselabrug (2005),ijmeer
5.0089710828,52.3366700461,Uyllanderbrug (2007),uyllanderbrug
4.9704223748,52.3568679643,Nesciobrug (2013),ijburg
5.0110149261,52.3459697391,Brug no. 2050,nico_jessekade
4.7978329536,52.3439903384,Brug no. 2151,vrije_geer2
4.8706267651,52.322418467,Brug no. 2163,in
4.8775415,52.3227397908,Brug no. 2164,in
4.881173211,52.3228119243,Brug no. 2165,in
4.8845259722,52.3228676638,Brug no. 2166,in
4.7747230407,52.3979889687,Brug no. 2200,noordzeeweg
4.8913293954,52.3830253488,Han Lammersbrug (2202),westerdoksplein
4.9215096112,52.3990944859,Buiksloterdraaibrug (2205),buiksloterdijk2
4.9514752504,52.3459386069,Ruud Krolbrug (2232),park_de_meer
4.9505901214,52.3454667045,Sjaak Swartbrug (2233),park_de_meer1
4.9510997411,52.3451094972,Piet Keizerbrug (2234),park_de_meer2
4.9519795057,52.3445294389,Gerrie M�hrenbrug (2235),park_de_meer3
4.9512874957,52.343130058,Barry Hulshoffbrug (2236),delle_alpihof
4.9481707689,52.3440018087,Johan Neeskensbrug (2237),park_de_meer4
4.9487179395,52.3436839166,Johan Cruijffbrug (2238),park_de_meer5
4.9496245261,52.3431136715,Wim Suurbierbrug (2239),park_de_meer6
4.9478757259,52.3431824946,Arie Haanbrug (2240),park_de_meer7
4.8515535768,52.3445056793,Jan Wilsbrug (2247),stadionkade1
4.7866186377,52.3510407299,Eduard Roosnekbrug (2252),trijn_hullemanlaan
4.8717599984,52.3650726266,Jan Swammerdambrug (2291),jan_swammerdambrug
4.9473446485,52.3435315242,Horst Blankenburgbrug (2293),park_de_meer8
4.9300283071,52.3497267519,Brug no. 2294,park_frankendael5
4.9281561252,52.3486421173,Brug no. 2295,nobelweg3
4.9286067363,52.3518238553,Brug no. 2296,kamerlingh_onnesweg
4.9309348937,52.3528887525,Brug no. 2297,middenweg
4.9175184842,52.401000231,Brug no. 2300,baron_de_coubertinlaan1
4.9340891715,52.3509031081,Brug no. 2307,park_frankendael9
4.9331611272,52.3504443657,Brug no. 2308,park_frankendael8
4.9317180988,52.3507622092,Brug no. 2311,park_frankendael1
4.9333113309,52.3515551695,Brug no. 2312,park_frankendael2
4.9308705207,52.3514535927,Brug no. 2314,park_frankendael4
4.9316912767,52.3520630498,Brug no. 2315,heemtuin_park_frankendael
4.9518453952,52.3479588821,Dick van Dijkbrug (P),middenmeerpad_over_de_tweede_mol
4.950547206,52.3471887962,Johnny Repbrug (P),park_de_meer9
4.7920822975,52.340719545,Brug no. 9P,plesmanlaan
4.9598061916,52.3584241663,Brug no. 12P,westelijk_merwedekanaal
4.9691724654,52.3606076709,Ipenslotersluis (13P),diemerzeedijk4
4.7953116771,52.3414799113,Brug no. 26P,dorpsstraat_te_sloten
4.9614262458,52.367039619,Amsterdamse brug (54P),insulindeweg
4.9670320626,52.3785114504,Schellingerwouderbrug (55P),buiten_ij
4.8445355769,52.3861546814,Brug no. 120P,velserweg
4.8445570346,52.3850512957,Brug no. 121P,haarlemmerweg5
4.8447823402,52.3817573452,Brug no. 122P,wiltzanghlaan
4.8445087549,52.3795077567,Brug no. 123P,leeuwendalersweg1
4.8440420505,52.3778900779,Brug no. 124P,bos_en_lommerweg1
4.8451042053,52.3851135051,Brug no. 172P,velserweg1
5.0147753831,52.3324415214,Brug Muiden,over_amsterdam_rijnkanaal
5.0143408652,52.3327758845,Muiderfietsbrug,muiderfietsbrug_over_amsterdam
5.0175166007,52.3247258804,Muiderspoorbrug,over_amsterdam_rijnkanaal1
5.0213467952,52.3028420079,Weesperbrug,over
4.9886573728,52.3280068724,Veeneikbrug,ganzenhoefpad
4.9674451228,52.3588009227,Zeeburgerbrug,ringweg_oost
4.9740916368,52.3740789655,Zeeburgertunnel,zeeburgertunnel
4.8735999938,52.3381990992,Verdwenen brug,station_Zuid_WTC
4.8833417769,52.3585552123,Verdwenen brug,museumplein
